date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:14:39	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%2201f31ca3fe6d11:0%22	http://vietlott.vn/fonts/glyphicons-halflings-regular.woff	D:/private/webclone/vietlott/vietlott.vn/fonts/glyphicons-halflings-regular.woff	(from http://vietlott.vn/css/bootstrap.min.css)
15:14:40	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%2201f31ca3fe6d11:0%22	http://vietlott.vn/fonts/glyphicons-halflings-regular.svg	D:/private/webclone/vietlott/vietlott.vn/fonts/glyphicons-halflings-regular.svg	(from http://vietlott.vn/css/bootstrap.min.css)
15:14:42	3477/3477	---M--	200	added ('OK')	image/jpeg	etag:%2221e9c262fd41:0%22	http://vietlott.vn/images/home/line_home1.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/line_home1.jpg	(from http://vietlott.vn/EX.css)
15:14:43	3180/3180	---M--	200	added ('OK')	image/jpeg	etag:%2221e9c262fd41:0%22	http://vietlott.vn/images/home/line_home3.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/line_home3.jpg	(from http://vietlott.vn/EX.css)
15:14:44	4093/4093	---M--	200	added ('OK')	image/jpeg	etag:%22ea6b9c262fd41:0%22	http://vietlott.vn/images/home/line_home2.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/line_home2.jpg	(from http://vietlott.vn/EX.css)
15:14:44	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%2201f31ca3fe6d11:0%22	http://vietlott.vn/fonts/glyphicons-halflings-regular.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/glyphicons-halflings-regular.ttf	(from http://vietlott.vn/css/bootstrap.min.css)
15:14:45	9431/9431	---M--	200	added ('OK')	image/jpeg	etag:%2229b11172581d41:0%22	http://vietlott.vn/images/home/global_navigation_bg_white.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/global_navigation_bg_white.jpg	(from http://vietlott.vn/EX.css)
15:14:46	9060/9060	---M--	200	added ('OK')	image/jpeg	etag:%2232337b11d2d41:0%22	http://vietlott.vn/images/banner_sub/gt_jackpot_bg.jpg	D:/private/webclone/vietlott/vietlott.vn/images/banner_sub/gt_jackpot_bg.jpg	(from http://vietlott.vn/EX.css)
15:14:50	34046/34046	---M--	200	added ('OK')	image/png	etag:%22fab348c3f6dd41:0%22	http://vietlott.vn/images/home/doso_output_nd.png	D:/private/webclone/vietlott/vietlott.vn/images/home/doso_output_nd.png	(from http://vietlott.vn/EX.css)
15:14:52	15537/15537	---M--	200	added ('OK')	image/jpeg	etag:%2290b17857dcfed31:0%22	http://vietlott.vn/images/home/global_navigation_bg.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/global_navigation_bg.jpg	(from http://vietlott.vn/EX.css)
15:14:55	17751/17751	---M--	200	added ('OK')	image/jpeg	etag:%2275e214811611d41:0%22	http://vietlott.vn/images/home/bg_kqtt_dstt_red.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/bg_kqtt_dstt_red.jpg	(from http://vietlott.vn/EX.css)
15:14:58	21852/21852	---M--	200	added ('OK')	image/jpeg	etag:%22c9e31d83edfbd31:0%22	http://vietlott.vn/images/home/ds_trunggiai.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/ds_trunggiai.jpg	(from http://vietlott.vn/EX.css)
15:15:01	22558/22558	---M--	200	added ('OK')	image/jpeg	etag:%222ae737c4710d41:0%22	http://vietlott.vn/images/home/bg_footer.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/bg_footer.jpg	(from http://vietlott.vn/EX.css)
15:15:04	19971/19971	---M--	200	added ('OK')	image/jpeg	etag:%2215b752f71611d41:0%22	http://vietlott.vn/images/home/bg_kqtt_dstt_red1.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/bg_kqtt_dstt_red1.jpg	(from http://vietlott.vn/EX.css)
15:15:05	157728/157728	---M--	200	added ('OK')	image/jpeg	etag:%2223b4ee85bcd41:0%22	http://vietlott.vn/images/choi/choi_gioithieu.jpg	D:/private/webclone/vietlott/vietlott.vn/images/choi/choi_gioithieu.jpg	(from http://vietlott.vn/EX.css)
15:15:06	18563/18563	---M--	200	added ('OK')	image/jpeg	etag:%22911e8f731d11d41:0%22	http://vietlott.vn/images/home/bg_kqtt_dstt_red2.jpg	D:/private/webclone/vietlott/vietlott.vn/images/home/bg_kqtt_dstt_red2.jpg	(from http://vietlott.vn/EX.css)
15:15:20	119096/119096	---M--	200	added ('OK')	application/octet-stream	etag:%22683ccc97a569d31:0%22	http://vietlott.vn/fonts/myriad/MyriadPro-Light.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/myriad/MyriadPro-Light.ttf	(from http://vietlott.vn/EX.css)
15:15:21	118768/118768	---M--	200	added ('OK')	application/octet-stream	etag:%22981ff2e6a569d31:0%22	http://vietlott.vn/fonts/myriad/MyriadPro-Regular.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/myriad/MyriadPro-Regular.ttf	(from http://vietlott.vn/EX.css)
15:15:35	118412/118412	---M--	200	added ('OK')	application/octet-stream	etag:%222eb8de99a569d31:0%22	http://vietlott.vn/fonts/myriad/MyriadPro-Semibold.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/myriad/MyriadPro-Semibold.ttf	(from http://vietlott.vn/EX.css)
15:15:36	117204/117204	---M--	200	added ('OK')	application/octet-stream	etag:%2279ca7d85a569d31:0%22	http://vietlott.vn/fonts/myriad/MyriadPro-Bold.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/myriad/MyriadPro-Bold.ttf	(from http://vietlott.vn/EX.css)
15:15:50	117204/117204	---M--	200	added ('OK')	application/octet-stream	etag:%22137075dfa569d31:0%22	http://vietlott.vn/fonts/myriad/MyriadPro-Black.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/myriad/MyriadPro-Black.ttf	(from http://vietlott.vn/EX.css)
15:15:50	18747/18747	---M-Z	200	added ('OK')	text/html	etag:%2280f58e4e310d41:0%22	http://vietlott.vn/POST	D:/private/webclone/vietlott/vietlott.vn/POST.html	(from http://vietlott.vn/ajaxpro/core.ashx)
15:15:50	1776/1776	---M--	200	added ('OK')	text/css	etag:%22023806db72bd31:0%22	http://vietlott.vn/slick/slick.css	D:/private/webclone/vietlott/vietlott.vn/slick/slick.css	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:51	117328/117328	---M--	200	added ('OK')	application/octet-stream	etag:%22e5a01c92a569d31:0%22	http://vietlott.vn/fonts/myriad/MyriadPro-Cond.ttf	D:/private/webclone/vietlott/vietlott.vn/fonts/myriad/MyriadPro-Cond.ttf	(from http://vietlott.vn/EX.css)
15:15:51	3145/3145	---M-Z	200	added ('OK')	text/css	etag:%22023806db72bd31:0%22	http://vietlott.vn/slick/slick-theme.css	D:/private/webclone/vietlott/vietlott.vn/slick/slick-theme.css	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:51	11276/11276	---M-Z	200	added ('OK')	text/css	etag:%2208fea3ae725d31:0%22	http://vietlott.vn/plugins/datepicker/css/bootstrap-datetimepicker.min.css	D:/private/webclone/vietlott/vietlott.vn/plugins/datepicker/css/bootstrap-datetimepicker.min.css	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:52	1091/1091	---M--	200	added ('OK')	application/javascript	etag:%2217fcebd8f52d41:0%22	http://vietlott.vn/js/ex_sub.js	D:/private/webclone/vietlott/vietlott.vn/js/ex_sub.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:53	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22023806db72bd31:0%22	http://vietlott.vn/slick/slick.min.js	D:/private/webclone/vietlott/vietlott.vn/slick/slick.min.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:53	611/611	---M--	200	added ('OK')	application/x-javascript	etag:03F142F1E7F6E2C751C436A79871BAFB	http://vietlott.vn/ajaxpro/Vietlott.WebRender.FrontendRenderUtility,Vietlott.WebRender.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.WebRender.FrontendRenderUtility,Vietlott.WebRender.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:53	699/699	---M--	200	added ('OK')	application/x-javascript	etag:6FD4B9B2999B178AD7B5ABDD0E6D3BB4	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.TopHeaderWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.TopHeaderWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:53	70107/70107	---M-Z	200	added ('OK')	application/javascript	etag:%2208fea3ae725d31:0%22	http://vietlott.vn/plugins/datepicker/js/bootstrap-datetimepicker.js	D:/private/webclone/vietlott/vietlott.vn/plugins/datepicker/js/bootstrap-datetimepicker.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:53	748/748	---M--	200	added ('OK')	application/x-javascript	etag:19BEF118D9C398A5785D65A7ABEC288C	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameIntroduce645WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameIntroduce645WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:54	678/678	---M--	200	added ('OK')	application/x-javascript	etag:4E2D0A6A1241FEAC66AD10497D645EE5	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.FooterWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.FooterWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:54	126/126	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jul%202018%2008:15:53%20GMT	http://vietlott.vn/vi/choi/mega-6-45/thong-ke	D:/private/webclone/vietlott/vietlott.vn/vi/choi/mega-6-45/thong-ke.7a.delayed	(from http://vietlott.vn/vi/choi/mega-6-45/gioi-thieu-san-pham-6-45)
15:15:54	678/678	---M--	200	added ('OK')	application/x-javascript	etag:BA885F3690BC95ECEC8EF9C2D0B40C91	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Faq645WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Faq645WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:16:21	639821/639821	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b4878c4-9c34d%22	https://widgetv4.subiz.com/static/js/app.js	D:/private/webclone/vietlott/widgetv4.subiz.com/static/js/app.js	(from http://vietlott.vn/)
15:16:45	1251788/1251788	---M--	200	added ('OK')	image/jpeg	etag:%22acac243fe3dd41:0%22	http://media.vietlott.vn/main/06.2018/kd/winner.avatar/74-khach-hang.jpg	D:/private/webclone/vietlott/media.vietlott.vn/main/06.2018/kd/winner.avatar/74-khach-hang.jpg	(from http://vietlott.vn/)
15:16:45	331220/331220	---M--	200	added ('OK')	image/png	etag:%2228a156c3728d41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/V%c3%a9%20Mega%20645.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/V%c3%a9%20Mega%20645.png	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:16:46	333039/333039	---M--	200	added ('OK')	image/png	etag:%224ed4bae6fedd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-1a.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-1a.png	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:16:46	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Jul%202018%2008:16:45%20GMT	http://vietlott.vn/game/mega645	D:/private/webclone/vietlott/vietlott.vn/game/mega645.81.delayed	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:16:47	1037/1037	---M--	200	added ('OK')	text/html	etag:%224fd5a825fbdd41:0%22	http://vietlott.vn/game/mega645/	D:/private/webclone/vietlott/vietlott.vn/game/mega645/index.html	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:16:47	975/975	---M--	200	added ('OK')	application/x-javascript	etag:30C9CBB226E0A4A5D221B84633FEF4E4	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Statitics645WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Statitics645WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/mega-6-45/thong-ke-so-trung)
15:16:48	1576/1576	---M--	200	added ('OK')	application/x-javascript	etag:2FB4E22ADEE460914BB7582EFA5C0F02	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.ListStoreWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.ListStoreWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/diem-ban-hang)
15:16:48	762/762	---M--	200	added ('OK')	application/x-javascript	etag:5712D45E720C38842A152979A53B8C61	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameIntroduceMax4DWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameIntroduceMax4DWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/max4d/gioi-thieu-san-pham-max4d)
15:16:48	692/692	---M--	200	added ('OK')	application/x-javascript	etag:8D8A2DACFE0B3D8D3956ED1085B4CDA7	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.FaqMax4DWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.FaqMax4DWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/max4d/cach-choi)
15:16:49	126/126	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jul%202018%2008:16:47%20GMT	http://vietlott.vn/vi/choi/max4d/thong-ke	D:/private/webclone/vietlott/vietlott.vn/vi/choi/max4d/thong-ke.86.delayed	(from http://vietlott.vn/vi/choi/max4d/cach-choi)
15:16:49	126/126	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jul%202018%2008:16:48%20GMT	http://vietlott.vn/vi/choi/max4d/diem-ban-hang	D:/private/webclone/vietlott/vietlott.vn/vi/choi/max4d/diem-ban-hang.87.delayed	(from http://vietlott.vn/vi/choi/max4d/cach-choi)
15:17:04	90972/90972	---M--	200	added ('OK')	image/png	etag:%2254543c82fcdd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/the-chon-so-max.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/the-chon-so-max.png	(from http://vietlott.vn/vi/choi/max4d/cach-choi)
15:17:04	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Jul%202018%2008:17:03%20GMT	http://vietlott.vn/game/max4d	D:/private/webclone/vietlott/vietlott.vn/game/max4d.89.delayed	(from http://vietlott.vn/vi/choi/max4d/cach-choi)
15:17:05	1007/1007	---M--	200	added ('OK')	text/html	etag:%22f2ea31ce6ded21:0%22	http://vietlott.vn/game/max4d/	D:/private/webclone/vietlott/vietlott.vn/game/max4d/index.html	(from http://vietlott.vn/vi/choi/max4d/cach-choi)
15:17:05	1063/1063	---M--	200	added ('OK')	application/x-javascript	etag:CB4AEDEEE3C6931074764AE1A37E97FF	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Max4dStatiticsWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Max4dStatiticsWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/max4d/thong-ke-so-trung)
15:17:06	748/748	---M--	200	added ('OK')	application/x-javascript	etag:A5250CF37BD8203D703739E7A3C1977D	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameIntroduce655WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameIntroduce655WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/power-6-55/gioi-thieu-san-pham-power-655)
15:17:06	126/126	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jul%202018%2008:17:05%20GMT	http://vietlott.vn/vi/choi/power-6-55/thong-ke	D:/private/webclone/vietlott/vietlott.vn/vi/choi/power-6-55/thong-ke.8c.delayed	(from http://vietlott.vn/vi/choi/power-6-55/gioi-thieu-san-pham-power-655)
15:17:06	678/678	---M--	200	added ('OK')	application/x-javascript	etag:88C31D98A4FBF5D6A337101625BD29EC	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Faq655WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Faq655WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:17:15	346497/346497	---M--	200	added ('OK')	image/png	etag:%22a174ceafedd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-2a.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-2a.png	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:17:28	269075/269075	---M--	200	added ('OK')	image/png	etag:%226e52a3f1fedd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-4a.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-4a.png	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:17:39	338798/338798	---M--	200	added ('OK')	image/png	etag:%222ea850edfedd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-3a.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-3a.png	(from http://vietlott.vn/vi/choi/mega-6-45/cach-choi)
15:18:15	422923/422923	---M--	200	added ('OK')	image/png	etag:%22bd4cc5a1fadd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/the-chon-so-power.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/the-chon-so-power.png	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:18:18	391452/391452	---M--	200	added ('OK')	image/png	etag:%2214f2937fbdd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-1.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-1.png	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:18:19	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Jul%202018%2008:18:18%20GMT	http://vietlott.vn/game/power	D:/private/webclone/vietlott/vietlott.vn/game/power.93.delayed	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:18:19	889/889	---M--	200	added ('OK')	text/html	etag:%222ebca07fde26d31:0%22	http://vietlott.vn/game/power/	D:/private/webclone/vietlott/vietlott.vn/game/power/index.html	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:18:20	975/975	---M--	200	added ('OK')	application/x-javascript	etag:A2426D9B1666E000342E35D471B9EA84	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Statitics655WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Statitics655WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/choi/power-6-55/thong-ke-so-trung)
15:18:20	990/990	---M--	200	added ('OK')	application/x-javascript	etag:A26FBBED61193B3195AB5C6B46D6C15E	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Game645ResultDetailWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Game645ResultDetailWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/645)
15:18:21	1004/1004	---M--	200	added ('OK')	application/x-javascript	etag:2C0CCA24FB564C69B722351B218A72D3	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameMax4DResultDetailWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameMax4DResultDetailWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-4d)
15:18:21	990/990	---M--	200	added ('OK')	application/x-javascript	etag:2974E4E8B872A733C5505DECBC32E305	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Game655ResultDetailWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.Game655ResultDetailWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/655)
15:18:21	960/960	---M--	200	added ('OK')	application/x-javascript	etag:3F2F8A20E044B23F26C384F94C291027	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameResultInfo645WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameResultInfo645WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/thong-bao-ket-qua-645)
15:18:22	974/974	---M--	200	added ('OK')	application/x-javascript	etag:813DAE7C105EE028A6C630F7AC6AC239	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameResultInfoMax4DWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameResultInfoMax4DWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/thong-bao-ket-qua-Max4D)
15:18:22	960/960	---M--	200	added ('OK')	application/x-javascript	etag:7AC05134AD58383EFDEB69806C091267	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameResultInfo655WebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.GameResultInfo655WebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/thong-bao-ket-qua-655)
15:18:23	720/720	---M--	200	added ('OK')	application/x-javascript	etag:BF6E41B88BAECCEA76D3624FA0347ADF	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.LocationDrawWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.LocationDrawWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/quay-so-mo-thuong/dia-diem-quay-so-mo-thuong)
15:18:23	713/713	---M--	200	added ('OK')	application/x-javascript	etag:AF952F3B19BE878422C5F3C8BE0206AF	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.ViewArticleWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.ViewArticleWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/quay-so-mo-thuong/quy-trinh-qsmt)
15:18:33	409438/409438	---M--	200	added ('OK')	image/png	etag:%22dff2c4bfbdd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-2.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-2.png	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:18:33	671/671	---M--	200	added ('OK')	application/x-javascript	etag:0521AB7A25CA4A5622DDE96224F21B8D	http://vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.VideoWebPart,Vietlott.PlugIn.WebParts.ashx	D:/private/webclone/vietlott/vietlott.vn/ajaxpro/Vietlott.PlugIn.WebParts.VideoWebPart,Vietlott.PlugIn.WebParts.js	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
15:18:34	14065/14065	---M--	200	added ('OK')	text/css	etag:%2280393a91ef1d31:0%22	http://vietlott.vn/css/jquery.fancybox.min.css	D:/private/webclone/vietlott/vietlott.vn/css/jquery.fancybox.min.css	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
15:18:43	403740/403740	---M--	200	added ('OK')	image/png	etag:%22643d5911fbdd41:0%22	http://media.vietlott.vn/vi/06.2018/system/archivedate/bao-3.png	D:/private/webclone/vietlott/media.vietlott.vn/vi/06.2018/system/archivedate/bao-3.png	(from http://vietlott.vn/vi/choi/power-6-55/cach-choi)
15:18:44	981/981	---M--	200	added ('OK')	application/javascript	etag:%2214af925cb66d41:0%22	http://vietlott.vn/js/EX_slide.js	D:/private/webclone/vietlott/vietlott.vn/js/EX_slide.js	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
15:18:44	61486/61486	---M--	200	added ('OK')	application/javascript	etag:%2280393a91ef1d31:0%22	http://vietlott.vn/js/jquery.fancybox.min.js	D:/private/webclone/vietlott/vietlott.vn/js/jquery.fancybox.min.js	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
15:18:46	28283/28283	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202018%2008:18:43%20GMT	http://vietlott.vn/vi/trung-thuong/danh-sach-video-quay-so-mo-thuong-645	D:/private/webclone/vietlott/vietlott.vn/vi/trung-thuong/danh-sach-video-quay-so-mo-thuong-645.html	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
15:18:46	28278/28278	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202018%2008:18:44%20GMT	http://vietlott.vn/vi/trung-thuong/danh-sach-video-quay-so-mo-thuong-655	D:/private/webclone/vietlott/vietlott.vn/vi/trung-thuong/danh-sach-video-quay-so-mo-thuong-655.html	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
15:18:47	28254/28254	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202018%2008:18:45%20GMT	http://vietlott.vn/vi/trung-thuong/danh-sach-video-quay-so-mo-thuong-max4d	D:/private/webclone/vietlott/vietlott.vn/vi/trung-thuong/danh-sach-video-quay-so-mo-thuong-max4d.html	(from http://vietlott.vn/vi/trung-thuong/video-quay-so-mo-thuong)
